label,jitter,shimmer,mean_pitch
angry,0.02424926199084401,0.13667059238404056,78.81012506057687
neutral,0.016253518232507577,0.09412685039787139,61.47996474618184
neutral,0.02283844014584027,0.12036094165951333,49.08112927049551
disgust,0.02751851210359781,0.14935558403464252,33.03714480342816
sad,0.01846863691463444,0.09785176187412443,54.85554024777776
neutral,0.02394259693357904,0.11867294273704013,48.737311159453625
fear,0.021958237190407837,0.13842026253916387,59.01152852350746
neutral,0.013820795336979858,0.09713757060952494,61.70402763853797
angry,0.030322404654035896,0.1585811981625408,31.76742656966308
disgust,0.03137280789303354,0.1472333968047946,34.27827025951215
neutral,0.022307200485637304,0.10009327789212084,62.19937559797
disgust,0.02041222564030936,0.12382397414121224,39.393173963139674
angry,0.018346496647656044,0.11977602361222646,98.27137648452371
fear,0.021494577598599837,0.128386532918334,108.82711335841825
neutral,0.01796585839188315,0.09979528270729872,79.82684523496019
fear,0.020767509190960893,0.09138701567593457,105.60907552868507
sad,0.018270280257505416,0.08942272775522309,102.41156718409194
fear,0.020433598394251674,0.10056124964276913,108.8407707828334
angry,0.02374835522087221,0.09095746398840783,106.88532216030163
sad,0.0194834786713056,0.12373498017464185,134.6284021689377
sad,0.02439236699269318,0.086858997152897,96.03576027274114
neutral,0.014744486583606492,0.07342179463388264,85.50971691339075
happy,0.02633069344230812,0.12635618529133427,97.43174684627115
disgust,0.030564348810077715,0.12676660189290978,72.63805762910813
fear,0.01809032364903622,0.10049918349885711,108.96906438661534
happy,0.02058772785569982,0.09166548858476636,103.57796932703909
neutral,0.022221387231240713,0.10724643654996978,84.98923299576097
neutral,0.022292564754435275,0.1087409582885163,80.36094519190708
neutral,0.02125453499055925,0.08937554422534216,85.60151557187174
happy,0.024238183084681637,0.12827643117821627,127.26786105810244
neutral,0.013795684418452782,0.09340954679733994,92.96218501451104
sad,0.026057505199316402,0.11769781729938708,101.94935406649246
happy,0.01903145920703092,0.10722293906887756,80.24025785901692
happy,0.02035081292832527,0.09659031777555542,117.6262706012992
angry,0.022976425974118128,0.11826562561045273,95.10474269781064
disgust,0.018310283885360896,0.13494720842949867,109.2216659017457
angry,0.021330666136475922,0.09673577332045068,83.45791109415522
fear,0.03115876079554463,0.11605962644864155,116.43119809051957
neutral,0.01864105639020713,0.10998633158185875,76.27798817159139
neutral,0.020672331786130704,0.11911822028112666,66.542113394851
disgust,0.025755532485625437,0.10866500099426038,53.597577388358964
fear,0.023105981346704576,0.13740041838751071,101.8268805377887
disgust,0.027707070015477238,0.12218584348091305,98.0024871326564
angry,0.017879006876082595,0.11346851624373344,92.26239104346398
sad,0.02785181285190543,0.08810383920634486,64.14087926903305
disgust,0.01568323518664156,0.0686398561981776,86.48614748458887
neutral,0.018067805663783763,0.10026154538376708,87.25431170900336
happy,0.023660457037730145,0.11878567014000509,108.32717680038176
sad,0.01832587091793378,0.09345697099781153,122.79296956310002
sad,0.017013579895669564,0.12422277011548194,115.84021323114081
disgust,0.01603911259349878,0.10317751875478101,98.74682131002265
fear,0.02021351464731862,0.10494784560550488,87.4664264745861
happy,0.023418895585278623,0.11136057623626669,81.3170233134773
disgust,0.01736398461641825,0.07341097121592285,89.79268350040452
angry,0.030394004140623647,0.12076502655360313,88.30246270574294
neutral,0.01814701867084127,0.07668612173133103,96.43929504954879
disgust,0.01663529668890584,0.09747508718881703,92.3698827267119
disgust,0.02031498806414346,0.09856831516895656,91.81784037284848
neutral,0.016799261095319214,0.08411613259407391,89.27798391250326
sad,0.019747425237628763,0.1312049436131098,116.17309944994444
happy,0.021613145563124297,0.10366151229110511,91.6828807140994
angry,0.022660896277658087,0.12012544337151919,82.78820460661593
neutral,0.019303323172061074,0.08355907719847848,89.54703803461396
neutral,0.015023982507907221,0.07488435491190078,97.25234423221994
neutral,0.019647818803971786,0.09795376737601606,87.25298647411881
fear,0.016401926078196537,0.09817233584174984,124.84357653368419
disgust,0.011822533094063946,0.09965776936815941,99.2399003298759
fear,0.028391272168482227,0.13222316627765732,99.87841833988918
disgust,0.018918139995557505,0.09775546308308725,106.56790384800115
fear,0.017233371036314338,0.12403929628680864,123.41446619532032
sad,0.017825180714383417,0.09396815251849552,92.03740047707264
fear,0.0148127456212744,0.114793254266843,137.53405138877088
angry,0.020060806114730628,0.09883865749992743,90.08856105256527
sad,0.03637195642370598,0.11664819964489505,83.30243203494203
sad,0.018103520326360995,0.08863587081870519,93.56396524478848
angry,0.014574598350175865,0.09913713300748837,166.39569535125324
happy,0.013155814297085825,0.09015718208354986,113.60983923207813
happy,0.020130007983782065,0.08605228583878345,102.26306199490352
disgust,0.03429727792368285,0.10520941136761618,76.33478398965266
happy,0.016351545421330216,0.09616496735011341,92.42671708969942
neutral,0.019802321307253106,0.08729837110666509,84.34297403862263
happy,0.016587231074366778,0.132207943269768,120.03691674941797
neutral,0.021827524853118136,0.10397875769001716,92.06510125970905
neutral,0.01913064079000758,0.09386146805537651,89.35875738714837
sad,0.012962036914654754,0.06936166222888344,114.84350529652194
disgust,0.016736650139093836,0.08812309505566773,81.61305782765466
neutral,0.020270820822669004,0.09722608391932969,85.74017868315738
neutral,0.01041890699656382,0.07062184133084769,101.85424511301727
neutral,0.016251666947336794,0.07062057867132486,93.38288428929384
sad,0.015823725833506,0.0864057906987948,81.25024111837372
fear,0.016371927392180623,0.12816330354132743,122.613234470203
disgust,0.021132352331620096,0.12033613366820561,101.17912979079887
angry,0.01796651823667938,0.11032009050615678,87.15451885653209
happy,0.01952090180507879,0.12742119285583697,120.1271508340115
sad,0.027050647434550098,0.13635728099360594,121.35401632481822
happy,0.016849748338532308,0.11836628271124544,97.36451286286363
neutral,0.013881682858430706,0.08448004300890698,90.99724639550679
neutral,0.020004754605657673,0.10653675422194563,75.72634984522213
disgust,0.02590990660469621,0.0983186952899072,94.61873637737789
fear,0.02225528800951027,0.10030213364022803,104.16815987824137
angry,0.02442591775982851,0.11066989422266113,98.04275656909547
sad,0.015690658393332783,0.0801178898744607,87.05962817023918
neutral,0.019908532413074425,0.06410546322830804,28.218409849151623
angry,0.02865270845319235,0.15878014848835875,96.7100350076095
disgust,0.02784234754690924,0.13033767852022518,22.309882186366853
angry,0.028288422689450473,0.14698069557819202,76.94659007548222
angry,0.02926978302595856,0.12802701354089316,36.62258986372691
angry,0.02878713346768184,0.13161352631942638,47.728105245865734
fear,0.03518060091105179,0.15831336681889274,56.98324043290545
sad,0.07094973060570088,0.1777684177099715,24.873549328983103
happy,0.028099993352863416,0.11102342706562844,33.56722547781512
happy,0.025801907718857015,0.11292467347565005,82.08878392456538
sad,0.04501783122911276,0.1657601740304053,24.96086284124112
sad,0.04513094859284261,0.14941038307079219,44.81403474784154
disgust,0.030946035345987926,0.11757975171231469,22.31600770601683
disgust,0.03441195013563953,0.17327561462255744,32.43898159810578
disgust,0.03242169300090787,0.1254111339100262,42.9551665133133
angry,0.041382463579730015,0.15256350710302755,65.11984938388197
happy,0.03792745183895955,0.15664439328075727,43.801733809369864
angry,0.025168184969136264,0.1260689998314551,45.64752352470997
disgust,0.026746992383295545,0.1504790275773411,30.742408618122802
neutral,0.020090122161112434,0.0931352394782231,31.1072862978671
disgust,0.019115731300420172,0.0748551998371576,113.39377079834237
fear,0.021864870674310175,0.11303448891741785,115.58520877964884
angry,0.015237328717947259,0.09293519420358308,102.70542761130369
happy,0.014915940668699888,0.11971508417293122,108.71926332989106
sad,0.009711536469916139,0.09126874209515384,162.971638377705
disgust,0.01905591411183955,0.10194391313131426,74.80103824156855
fear,0.02618785902866916,0.11497000642132787,95.25193046666887
neutral,0.021205015095038224,0.0855175256729589,80.03302559411773
happy,0.014565588140403062,0.10859014974237215,115.80840533627774
angry,0.01162204359230858,0.10576376105475724,124.1495237668444
happy,0.027218688162989994,0.13577613559902707,56.205043315667794
sad,0.024425888349540518,0.12963417056637394,36.43880968688795
neutral,0.027645974355299675,0.08856422147724116,30.062255978747412
neutral,0.038332849054244084,0.13863712070328726,34.833747036944615
disgust,0.027429473960518272,0.1376826580374771,50.013756358860846
sad,0.06794366397488696,0.19355274356022967,24.01937302443376
neutral,0.024519848013847465,0.10860424178594716,29.5200616268821
fear,0.029247534290761445,0.13529050388457275,115.92105787253233
happy,0.023847819054044327,0.1293631680199211,80.89346482965
neutral,0.0219756676697685,0.11846957975431827,19.58155340183135
sad,0.043694226418779646,0.1127239112790843,25.23412407802033
sad,0.033446189265875274,0.13770692109378108,33.26044730143798
sad,0.04514087237481484,0.17922255660730094,40.352997938816515
fear,0.0269517099077374,0.11682252814885136,31.418833948887375
neutral,0.02211825590630197,0.09473792731708601,35.06719078982611
neutral,0.03012449787298038,0.13507049271520824,32.509496116913176
happy,0.026966829602618987,0.12805969851802584,48.724802552634934
angry,0.02848335018942756,0.12433503858779668,60.896430711929945
neutral,0.02387774298431533,0.10834233322238103,31.90757509957849
disgust,0.02593214222546064,0.11421619864994297,45.63615869954473
neutral,0.0279487414140078,0.11805863625599623,32.67936160852884
neutral,0.019534311256740152,0.07898562847160166,39.55396842672892
fear,0.02527025266393997,0.13109061773598435,101.4470269137721
fear,0.020645759252832047,0.12190832858872026,77.63114695312774
happy,0.025768650697231135,0.1419114888540085,96.90775657173744
fear,0.03523941062597949,0.15734752136591504,48.03880038218782
fear,0.024204277541565303,0.14445684171472797,40.15247336045657
angry,0.02862687568959217,0.1660714497354707,82.04558831511493
happy,0.027883573414952827,0.09981209048550795,75.70345601580651
neutral,0.041464533680830445,0.15062478781358313,29.739896618769258
angry,0.018830372426408285,0.1294164357885271,95.005429358054
angry,0.012812001077456182,0.0844213068635617,102.73506959899625
fear,0.029850498273978492,0.12528556976579314,127.60310551205826
angry,0.02150560797966601,0.10371752560091714,91.98102320578884
neutral,0.022424438515431456,0.12722423015713874,40.04867700623081
sad,0.027928379081167222,0.13487428364520562,64.6539191045165
fear,0.023066568668297302,0.11018220705917653,65.19981738276692
sad,0.02416503131478483,0.11582573606284387,44.078376357132086
sad,0.029059019831031294,0.14584352236949988,68.39728004020701
neutral,0.02203285861660949,0.12505816118557278,52.7358948813893
disgust,0.03144396768563365,0.13632885912194456,47.738949708244554
neutral,0.019264729295221484,0.11587789986167392,49.03517871365761
neutral,0.025330537786439178,0.11971942729255994,35.34545402348101
neutral,0.0182769853360916,0.10535739663487254,48.41767293728252
happy,0.026057446316013477,0.12894959447699397,89.87568719146728
neutral,0.017924165588376367,0.12871879246066645,52.437927382820156
neutral,0.022952310295041075,0.12305958081171846,42.72339147297584
disgust,0.024092190551339043,0.12196063117464187,37.99887376267086
happy,0.02646010203634207,0.1195604583358661,91.24527174093589
happy,0.026054151316727062,0.15355607758955972,39.25043703546897
sad,0.02386897960015628,0.12230680410900642,57.987773977134204
angry,0.02967384400242642,0.1361692511931216,37.55626938016591
happy,0.021788352162803636,0.0887463143255484,94.81548458719075
fear,0.0221709399621598,0.11799694202099564,73.73689676862251
sad,0.018120651548415738,0.1488714458308663,36.56296682986876
happy,0.02646247588843875,0.10666892813454473,66.40219246057895
fear,0.019940655531467923,0.12081711420015653,98.06461016513175
happy,0.022920948442009953,0.10779583881187554,89.57823999902776
angry,0.027730183413558922,0.16967573649052115,44.327027777315685
fear,0.02683963965841447,0.09875270585748551,117.96495089846944
angry,0.025208512409251677,0.1320608018371358,57.93595154660856
sad,0.031962675355739656,0.18420754620498214,67.37561892262846
disgust,0.029699167335540698,0.14084888584833177,57.983918682907635
angry,0.022499803942240364,0.1370860525049528,79.95444255484061
neutral,0.021333894780385335,0.09148106853191139,76.44602897215509
neutral,0.02192577402663643,0.09776006143518783,68.35401914059284
fear,0.01664953735394385,0.09276517789419315,107.97267957033779
disgust,0.022411445286390205,0.1140914494852354,63.80938499585243
neutral,0.024954463444703836,0.09243941873976069,65.5526250409804
angry,0.020481246723876065,0.10494554118724943,72.20096945158889
angry,0.022855465408297037,0.10508954218655818,130.35372920041544
angry,0.02554087533928495,0.11878201997344352,69.68510287200516
neutral,0.025245414881097213,0.10657317008742444,53.79341427007313
disgust,0.0339121435151241,0.15259808205137135,43.114970988642476
disgust,0.033268396390332314,0.14454894288145712,38.600304281265394
fear,0.01762110127803122,0.12057060661933805,130.86791696992165
happy,0.02646247588843875,0.10666892813454473,66.40219246057895
neutral,0.022342706759067976,0.11317914491914648,46.17647295996794
fear,0.019434526641660756,0.09379193293511522,68.7693775418721
fear,0.021139171793725226,0.11472381602309767,76.90435540289266
angry,0.017022037504600462,0.09288894516311313,102.23437778507225
neutral,0.01811458708528861,0.07929747754295821,50.73769474990171
sad,0.03549109426894908,0.13117973435223718,75.86617540374498
neutral,0.024150776275927623,0.12924083877689108,46.873251392078934
sad,0.021717235871251257,0.11778541187337618,48.66879190552196
happy,0.024314482320212154,0.13021979775488118,58.45434418566888
disgust,0.026390136925745003,0.13452267151530925,63.06664666567802
disgust,0.031242803084005365,0.16013163317429893,40.42548040009586
neutral,0.023720538685512344,0.11126024537436574,65.03377517450242
disgust,0.03162365837126007,0.12958584203830192,38.07981935104478
neutral,0.013409581659695205,0.09318360260249395,68.11426015980356
neutral,0.021078930358135788,0.09577121034292795,66.66543671653605
happy,0.01922233149338993,0.08917254680127001,97.31933760161131
disgust,0.03288855920569423,0.12165660371249812,60.58336192959853
disgust,0.01966258282727291,0.10350152954580494,63.78367966724622
sad,0.01957999766890153,0.09052363195698189,90.52671597740563
happy,0.02223515379865831,0.11117512406587658,77.88838484256316
neutral,0.0209000797788608,0.09955295518844191,68.43956409680416
disgust,0.024330239611651774,0.13499879617928998,56.190980659277095
happy,0.01884853633013514,0.09475421659223704,96.03020778227457
fear,0.019194945855058484,0.10227103458776328,83.98571267508778
neutral,0.01621925375049986,0.07840116920537621,74.36869460640382
happy,0.029829668389921404,0.12122847989401976,70.72505494088502
sad,0.022231294272088836,0.08995353949533993,63.39328237735911
sad,0.021407979946239997,0.08340490225897502,88.1809163195875
happy,0.023216358343122207,0.1056475480457195,71.99822748931913
happy,0.027948888476544823,0.1106958785659511,69.52255533568005
disgust,0.025968524243013606,0.12567600623147104,71.02257894056909
happy,0.02833256729808235,0.11413476032966494,93.23892451216969
disgust,0.02298855796437551,0.11136558236698309,65.56875984225096
angry,0.030438605779688203,0.11007457461052979,106.29835852853488
neutral,0.024612127587748545,0.10085263998810459,70.6094704723752
happy,0.019703876833457368,0.10767930566972149,104.8120264302449
angry,0.020953753671740433,0.11302037728660522,72.97467255563988
sad,0.02726861838918426,0.08650031481183183,92.3256043304138
fear,0.01907838159694543,0.08593613174372433,130.0689817029318
fear,0.01749341565757991,0.0727451416845535,129.63621192162327
fear,0.025997372427741826,0.08380446906047966,93.44313061556312
sad,0.02033075331640407,0.09186912957002022,93.29499151853794
neutral,0.017609983392540756,0.10213339019606178,71.17049903278665
angry,0.024404532729804373,0.0987001323460926,110.93575900288495
fear,0.017947314296321085,0.08642243803110795,111.90017394228919
fear,0.021553527019984645,0.09210059475201807,92.34923563578758
sad,0.027404510246346686,0.09325192794570995,69.74171053244716
sad,0.01929986956782722,0.09507171259707926,57.728530597592126
fear,0.01994387383177641,0.09422465072218807,89.78508167835405
neutral,0.02767156787171717,0.11788473598768395,71.80020361270216
disgust,0.0156752575677927,0.09878865367486787,61.96452670346044
angry,0.01681031278163984,0.09435824740244418,62.5939500487502
sad,0.02196048902446967,0.09784167479114256,60.82699116560801
sad,0.04442082416048133,0.14950981511769268,10.280634438252033
neutral,0.03225249195327453,0.13819066075867895,30.166416129126976
angry,0.03051096360132476,0.1468797740419216,32.235812875451046
happy,0.02616076862753457,0.1255329970573958,85.92115180374111
fear,0.03750752498304354,0.16522293951199662,51.22314357405254
sad,0.05019221908244302,0.18515505085205683,18.109840572305394
neutral,0.020543486249892724,0.09325210402553691,33.948544149286164
neutral,0.03739464769371084,0.16873616421581264,32.10143260008
sad,0.04503812057820308,0.17227527338250576,17.565339123468807
disgust,0.032326548994792786,0.13981410716824927,24.87012617402924
angry,0.019531746091575573,0.10980755840552565,96.23738155372101
angry,0.025391158629865587,0.12447582824720264,74.14987537133412
neutral,0.016872399413877817,0.10858980471396523,75.59926228578999
neutral,0.024674793204011725,0.08995068731315906,73.6738003592354
angry,0.02392333467602063,0.12195980403489522,101.44156231584043
disgust,0.02030679526774716,0.10138539543503769,60.93823653918327
sad,0.04095531735419959,0.1857806275030121,22.08239381948588
fear,0.031239528553180906,0.1693451536264896,57.62292153943711
neutral,0.028206526532184577,0.12065451327605223,36.04695974909284
disgust,0.03761862596929835,0.1713655532942232,27.48498646806542
neutral,0.01241079217251383,0.08261334850547765,79.65566061026394
fear,0.01750813979160931,0.07849412396094615,95.16289825577401
happy,0.02161879407301908,0.10490356939808484,103.69594080917058
happy,0.019615210823906826,0.0958669214955436,144.82175030463912
fear,0.017908295401986293,0.10703928320584977,115.94763951517162
sad,0.025682778952520722,0.12000331972059711,57.60810638282529
neutral,0.018242029152593483,0.07642588845292812,87.79022188300809
fear,0.026214430381711163,0.10265644862939684,85.62958105938543
sad,0.0191342871780867,0.1188024311216451,76.28622055642008
sad,0.022492699982658314,0.10905397834517794,66.60650642523703
angry,0.04944359975690579,0.1945426453896813,73.75269939440044
disgust,0.022098107175931744,0.12316924114768184,28.782180136652663
disgust,0.0320893283303965,0.16689700816642086,45.46016168132314
sad,0.03677873126547096,0.1548639439269031,55.84029610764973
fear,0.028729111128916178,0.1423579279571371,27.64064030977818
angry,0.03671432208594562,0.2059250941763226,104.62272912542606
fear,0.0394853267387125,0.12560495863747334,19.57379443266939
neutral,0.029892524695666535,0.12520017665716113,29.14989218550316
neutral,0.01631132418739271,0.1028527970942504,91.22087665769041
angry,0.0191290148854795,0.10181211066036774,76.16783311719459
disgust,0.022768796460192534,0.15207065836883538,22.841881347536187
sad,0.05527875216441194,0.15884587355878338,50.784697012720095
neutral,0.021226059252998357,0.09303698994160951,41.879844603092764
disgust,0.019476861136222035,0.1083204100434259,37.644484323303914
fear,0.045495540817748134,0.15507813448985291,34.37987191978069
neutral,0.03496955920333738,0.12710453973987307,30.424746316519673
sad,0.03402863650161546,0.14593246705649301,27.264060457842643
angry,0.0223544533310851,0.06668595969466691,48.64178593337722
fear,0.04286308825781133,0.16578596909867735,28.79192243069066
fear,0.0318225252465813,0.16845737313219478,42.55404797868547
happy,0.022497651496593794,0.1101878826253336,71.57946673309512
happy,0.023488331926460465,0.10206095445820754,101.01971569162554
happy,0.030987046642193903,0.13403813968820966,44.4635446256977
happy,0.017115151015380723,0.08255019212940688,93.6836390411428
neutral,0.030332364907350612,0.13522904668627966,30.070956673806336
angry,0.044034088138082794,0.14062888793535525,30.08478926646708
happy,0.03434501401077319,0.1352735440561054,40.29353333103892
angry,0.04375912368194235,0.19098230596585353,126.75730195906141
angry,0.05024974877214218,0.18457980892122172,72.84482215929606
happy,0.028046934000893052,0.1378057115457871,48.587148979035085
happy,0.030568024327854198,0.14052647390883655,33.272066459242346
disgust,0.03203093959834222,0.1549209788107193,29.623612967253784
disgust,0.024397732222553866,0.08386407851845198,31.781980280089652
neutral,0.024160181665622282,0.11254161405988136,40.56913061099245
neutral,0.03377034737977748,0.10341449014730418,37.55171240763048
